       3000. 3200. 3400. 3600. 3800. 4000. 4500. 5000.
       8.13  7.22  6.27  5.33  4.48 
      10.00  9.18  8.32  7.41  6.53 
      11.11 10.38  9.58  8.78  7.97 
       3.40  2.66  2.06  1.61  1.28 
       6.34  5.44  4.55  3.74  3.02 
       7.81  6.96  6.05  5.17  4.31 
       9.63  8.90  8.07  7.26  6.39 
      10.84 10.15  9.37  8.66  7.81 
       3.05  2.37  1.84  1.43  1.15 
       5.94  5.05  4.22  3.43  2.78 
       7.40  6.55  5.69  4.82  4.02 
       9.18  8.46  7.70  6.90  6.06 
      10.39  9.69  9.03  8.28  7.51 
       2.53  2.01  1.58  1.26  1.01 
       5.32  4.51  3.75  3.06  2.45 
       6.80  5.98  5.18  4.38  3.62 
       8.58  7.84  7.15  6.40  5.62 
       9.78  9.10  8.46  7.80  7.11 
       2.04  1.66  1.34  1.07  0.89 
       4.69  3.95  3.27  2.62  2.12 
       6.20  5.39  4.61  3.83  3.17 
       8.05  7.28  6.54  5.77  5.05 
       9.28  8.54  7.85  7.15  6.49 
       0.56  0.53  0.50  0.46  0.39 
       1.94  1.74  1.54  1.33  0.97 
       3.28  2.93  2.59  2.24  1.61 
       5.69  5.15  4.61  4.07  3.00 
       7.19  6.64  6.09  5.53  4.41 
       0.00  0.00  0.00  0.26  0.26 
       0.00  0.00  0.00  0.54  0.50 
       0.00  0.00  0.00  0.96  0.84 
       0.00  0.00  0.00  2.07  1.68 
       0.00  0.00  0.00  3.71  3.04 
       4.19  3.27  2.54  2.00  1.61 
       7.79  6.63  5.54  4.55  3.71 
       9.57  8.47  7.35  6.26  5.24 
      11.70 10.76  9.78  8.84  7.76 
      12.95 12.10 11.27 10.45  9.59 
       4.10  3.18  2.43  1.89  1.51 
       7.78  6.61  5.45  4.42  3.58 
       9.57  8.48  7.30  6.17  5.13 
      11.65 10.78  9.78  8.80  7.71 
      12.84 12.11 11.32 10.45  9.55 
       3.77  2.91  2.23  1.74  1.38 
       7.41  6.29  5.18  4.21  3.36 
       9.18  8.16  7.04  5.94  4.88 
      11.19 10.43  9.56  8.60  7.47 
      12.37 11.72 10.97 10.21  9.29 
       3.34  2.56  1.97  1.53  1.22 
       6.90  5.78  4.75  3.81  3.04 
       8.68  7.63  6.56  5.47  4.51 
      10.66  9.89  9.05  8.06  7.04 
      11.73 11.13 10.45  9.70  8.88 
       2.73  2.14  1.68  1.32  1.05 
       6.11  5.11  4.18  3.35  2.65 
       7.95  6.93  5.91  4.92  4.01 
      10.06  9.21  8.40  7.44  6.43 
      11.18 10.44  9.78  9.07  8.28 
       2.16  1.74  1.41  1.12  0.93 
       5.32  4.41  3.58  2.83  2.26 
       7.21  6.18  5.19  4.23  3.46 
       9.47  8.56  7.63  6.62  5.72 
      10.69  9.87  9.09  8.26  7.54 
       0.60  0.57  0.54  0.51  0.43 
       2.11  1.88  1.65  1.43  1.05 
       3.63  3.23  2.83  2.43  1.73 
       6.62  5.93  5.23  4.54  3.24 
       8.44  7.75  7.06  6.36  4.98 
       0.00  0.00  0.00  0.29  0.29 
       0.00  0.00  0.00  0.61  0.57 
       0.00  0.00  0.00  1.06  0.92 
       0.00  0.00  0.00  2.24  1.80 
       0.00  0.00  0.00  4.20  3.35 
       4.54  3.52  2.74  2.16  1.74 
       8.68  7.36  6.11  4.99  4.08 
      10.66  9.43  8.16  6.90  5.78 
      12.86 11.91 10.90  9.77  8.58 
      13.97 13.23 12.42 11.54 10.60 
       4.41  3.40  2.59  2.01  1.61 
       8.64  7.30  5.98  4.83  3.90 
      10.65  9.42  8.08  6.77  5.61 
      12.78 11.94 10.90  9.72  8.48 
      13.79 13.17 12.40 11.50 10.49 
       4.02  3.08  2.35  1.84  1.46 
       8.19  6.91  5.64  4.55  3.63 
      10.21  9.04  7.74  6.48  5.32 
      12.33 11.55 10.59  9.47  8.19 
      13.30 12.74 12.03 11.20 10.19 
       3.53  2.68  2.06  1.59  1.27 
       7.60  6.32  5.14  4.09  3.25 
       9.66  8.43  7.18  5.95  4.86 
      11.79 10.97 10.05  8.92  7.67 
      12.72 12.13 11.45 10.65  9.69 
       2.85  2.22  1.75  1.37  1.09 
       6.67  5.52  4.47  3.55  2.80 
       8.79  7.59  6.40  5.27  4.28 
      11.15 10.25  9.30  8.18  6.99 
      12.19 11.47 10.76  9.95  9.01 
       2.25  1.81  1.46  1.16  0.97 
       5.76  4.72  3.78  2.96  2.36 
       7.93  6.72  5.57  4.50  3.65 
      10.56  9.49  8.44  7.25  6.17 
      11.71 10.83 10.00  9.07  8.19 
       0.64  0.61  0.58  0.54  0.46 
       2.22  1.98  1.75  1.51  1.11 
       3.88  3.44  3.00  2.56  1.82 
       7.27  6.46  5.65  4.84  3.39 
       9.39  8.59  7.80  7.00  5.39 
       0.00  0.00  0.00  0.32  0.31 
       0.00  0.00  0.00  0.67  0.63 
       0.00  0.00  0.00  1.14  1.00 
       0.00  0.00  0.00  2.34  1.88 
       0.00  0.00  0.00  4.57  3.63 
       4.79  3.72  2.89  2.29  1.85 
       9.31  7.88  6.53  5.34  4.38 
      11.45 10.12  8.74  7.40  6.21 
      13.65 12.73 11.70 10.50  9.23 
      14.52 13.89 13.17 12.31 11.37 
       4.64  3.55  2.71  2.11  1.70 
       9.26  7.80  6.38  5.14  4.17 
      11.43 10.12  8.65  7.23  6.01 
      13.60 12.80 11.71 10.44  9.09 
      14.34 13.86 13.17 12.28 11.26 
       4.19  3.20  2.44  1.90  1.52 
       8.78  7.35  5.99  4.82  3.85 
      11.00  9.68  8.26  6.91  5.66 
      13.17 12.39 11.38 10.17  8.76 
      13.84 13.38 12.79 12.01 10.92 
       3.65  2.77  2.12  1.64  1.31 
       8.11  6.70  5.41  4.30  3.42 
      10.39  9.04  7.63  6.31  5.15 
      12.68 11.83 10.79  9.55  8.18 
      13.32 12.82 12.23 11.41 10.40 
       2.94  2.29  1.79  1.40  1.13 
       7.09  5.80  4.68  3.70  2.91 
       9.44  8.07  6.77  5.56  4.49 
      12.06 11.09  9.99  8.74  7.44 
      12.93 12.23 11.56 10.68  9.69 
       2.33  1.87  1.49  1.19  0.99 
       6.10  4.94  3.93  3.07  2.45 
       8.48  7.13  5.86  4.71  3.82 
      11.44 10.32  9.04  7.73  6.50 
      12.54 11.67 10.77  9.78  8.78 
       0.68  0.64  0.60  0.56  0.48 
       2.29  2.05  1.81  1.57  1.17 
       4.06  3.60  3.14  2.68  1.91 
       7.75  6.86  5.97  5.08  3.53 
      10.16  9.27  8.39  7.50  5.72 
       0.00  0.00  0.00  0.33  0.32 
       0.00  0.00  0.00  0.72  0.68 
       0.00  0.00  0.00  1.20  1.06 
       0.00  0.00  0.00  2.39  1.96 
       0.00  0.00  0.00  4.85  3.86 
       4.99  3.87  3.02  2.40  1.95 
       9.80  8.28  6.87  5.63  4.65 
      12.01 10.63  9.19  7.79  6.58 
      14.12 13.30 12.28 11.05  9.74 
      14.65 14.20 13.62 12.83 11.91 
       4.81  3.69  2.81  2.19  1.77 
       9.74  8.19  6.68  5.40  4.40 
      12.01 10.63  9.08  7.60  6.34 
      14.10 13.38 12.30 10.98  9.56 
      14.41 14.16 13.61 12.78 11.77 
       4.32  3.30  2.52  1.97  1.57 
       9.24  7.70  6.25  5.04  4.04 
      11.58 10.18  8.66  7.24  5.95 
      13.73 13.01 11.97 10.68  9.18 
      13.95 13.72 13.24 12.50 11.41 
       3.76  2.84  2.18  1.68  1.35 
       8.53  6.99  5.64  4.46  3.56 
      10.96  9.47  8.00  6.57  5.38 
      13.32 12.49 11.41 10.01  8.60 
      13.51 13.21 12.71 11.89 10.90 
       3.02  2.35  1.83  1.44  1.16 
       7.44  6.06  4.85  3.82  3.02 
       9.97  8.49  7.08  5.79  4.66 
      12.79 11.75 10.55  9.20  7.72 
      13.32 12.70 12.06 11.20 10.13 
       2.37  1.90  1.52  1.22  1.02 
       6.37  5.14  4.08  3.17  2.52 
       8.93  7.48  6.13  4.89  3.93 
      12.19 10.96  9.54  8.07  6.71 
      13.04 12.19 11.32 10.27  9.20 
       0.70  0.66  0.62  0.59  0.50 
       2.36  2.12  1.88  1.64  1.22 
       4.19  3.72  3.25  2.78  1.98 
       8.09  7.15  6.21  5.27  3.65 
      10.71  9.78  8.85  7.92  5.99 
       0.00  0.00  0.00  0.35  0.34 
       0.00  0.00  0.00  0.76  0.73 
       0.00  0.00  0.00  1.25  1.12 
       0.00  0.00  0.00  2.48  2.03 
       0.00  0.00  0.00  5.08  3.99
       7.66  7.04  6.44  5.84  5.26 
       9.03  8.47  7.92  7.40  6.92 
       9.66  9.14  8.61  8.13  7.70 
      10.44  9.97  9.47  9.05  8.68 
      10.96 10.53 10.05  9.68  9.35 
       7.61  7.07  6.51  5.91  5.31 
       8.89  8.42  7.94  7.43  6.89 
       9.47  9.03  8.59  8.13  7.62 
      10.18  9.78  9.39  8.98  8.54 
      10.66 10.29  9.93  9.55  9.15 
       7.41  6.90  6.38  5.85  5.26 
       8.61  8.12  7.69  7.26  6.76 
       9.15  8.67  8.28  7.88  7.44 
       9.79  9.32  8.97  8.64  8.26 
      10.23  9.75  9.43  9.14  8.81 
       7.19  6.68  6.16  5.64  5.12 
       8.36  7.90  7.41  6.96  6.54 
       8.88  8.45  7.96  7.54  7.16 
       9.52  9.12  8.62  8.23  7.92 
       9.95  9.57  9.06  8.68  8.41 
       7.04  6.48  5.97  5.45  4.91 
       8.36  7.79  7.29  6.81  6.32 
       8.96  8.37  7.88  7.42  6.94 
       9.68  9.09  8.60  8.15  7.70 
      10.17  9.57  9.09  8.64  8.19 
       6.82  6.25  5.72  5.18  4.66 
       8.31  7.70  7.19  6.62  6.14 
       8.98  8.35  7.85  7.25  6.80 
       9.78  9.14  8.65  8.00  7.60 
      10.32  9.66  9.20  8.49  8.14 
       4.66  4.35  4.04  3.73  3.11 
       7.15  6.80  6.45  6.10  5.36 
       8.08  7.73  7.38  7.03  6.28 
       9.10  8.76  8.42  8.08  7.35 
       9.70  9.37  9.04  8.71  8.02 
       0.00  0.00  0.00  0.95  0.89 
       0.00  0.00  0.00  3.53  3.24 
       0.00  0.00  0.00  5.04  4.62 
       0.00  0.00  0.00  6.60  6.07 
       0.00  0.00  0.00  7.42  6.88 
      11.35 10.37  9.39  8.40  7.43 
      13.50 12.62 11.76 10.90 10.11 
      14.47 13.65 12.84 12.06 11.36 
      15.62 14.91 14.16 13.50 12.91 
      16.34 15.70 15.02 14.45 13.95 
      11.30 10.43  9.51  8.52  7.53 
      13.29 12.54 11.79 10.96 10.09 
      14.16 13.49 12.80 12.06 11.26 
      15.19 14.61 14.03 13.40 12.70 
      15.82 15.31 14.80 14.25 13.64 
      11.01 10.18  9.33  8.45  7.46 
      12.85 12.11 11.42 10.72  9.91 
      13.64 12.94 12.33 11.71 10.99 
      14.56 13.90 13.39 12.89 12.28 
      15.11 14.47 14.03 13.62 13.11 
      10.65  9.84  9.00  8.14  7.25 
      12.44 11.74 10.99 10.28  9.58 
      13.22 12.57 11.83 11.19 10.58 
      14.11 13.54 12.82 12.25 11.75 
      14.65 14.14 13.42 12.89 12.49 
      10.36  9.48  8.65  7.81  6.91 
      12.38 11.51 10.75 10.00  9.23 
      13.27 12.40 11.66 10.95 10.22 
      14.31 13.45 12.73 12.07 11.38 
      14.95 14.09 13.41 12.77 12.11 
       9.93  9.03  8.18  7.31  6.46 
      12.25 11.32 10.52  9.66  8.90 
      13.25 12.31 11.53 10.66  9.94 
      14.42 13.48 12.74 11.81 11.17 
      15.14 14.20 13.52 12.52 11.97 
       6.16  5.70  5.24  4.78  3.88 
      10.29  9.73  9.16  8.60  7.43 
      11.82 11.25 10.68 10.11  8.93 
      13.39 12.85 12.31 11.77 10.62 
      14.26 13.75 13.24 12.73 11.66 
       0.00  0.00  0.00  1.03  0.95 
       0.00  0.00  0.00  4.55  4.13 
       0.00  0.00  0.00  6.85  6.22 
       0.00  0.00  0.00  9.40  8.58 
       0.00  0.00  0.00 10.67  9.83 
      14.22 13.00 11.76 10.46  9.16 
      16.70 15.68 14.66 13.63 12.64 
      17.79 16.86 15.93 15.03 14.19 
      19.09 18.28 17.44 16.69 16.04 
      19.91 19.19 18.41 17.77 17.23 
      14.18 13.11 11.93 10.61  9.29 
      16.43 15.59 14.72 13.72 12.65 
      17.39 16.65 15.90 15.04 14.09 
      18.52 17.88 17.26 16.57 15.77 
      19.23 18.66 18.11 17.52 16.83 
      13.83 12.82 11.72 10.55  9.21 
      15.89 15.08 14.28 13.45 12.44 
      16.74 15.98 15.31 14.62 13.77 
      17.72 17.00 16.46 15.93 15.26 
      18.33 17.61 17.14 16.71 16.16 
      13.40 12.39 11.33 10.17  8.95 
      15.41 14.62 13.76 12.92 12.05 
      16.22 15.51 14.71 13.98 13.28 
      17.16 16.53 15.74 15.13 14.60 
      17.74 17.17 16.37 15.80 15.38 
      13.03 11.93 10.86  9.73  8.50 
      15.37 14.36 13.46 12.56 11.61 
      16.32 15.33 14.48 13.67 12.82 
      17.42 16.43 15.63 14.89 14.13 
      18.12 17.12 16.35 15.64 14.91 
      12.47 11.31 10.19  9.03  7.88 
      15.26 14.15 13.17 12.13 11.17 
      16.36 15.26 14.35 13.33 12.46 
      17.60 16.51 15.67 14.61 13.88 
      18.39 17.29 16.51 15.36 14.73 
       7.28  6.70  6.11  5.53  4.41 
      12.88 12.13 11.39 10.64  9.10 
      14.83 14.10 13.37 12.64 11.13 
      16.62 15.97 15.32 14.66 13.26 
      17.51 16.92 16.33 15.73 14.46 
       0.00  0.00  0.00  1.07  0.99 
       0.00  0.00  0.00  5.29  4.78 
       0.00  0.00  0.00  8.27  7.46 
       0.00  0.00  0.00 11.75 10.69 
       0.00  0.00  0.00 13.24 12.20 
      16.20 14.82 13.40 11.90 10.38 
      19.06 17.88 16.70 15.52 14.38 
      20.34 19.25 18.16 17.12 16.15 
      21.87 20.91 19.93 19.05 18.29 
      22.84 21.98 21.07 20.32 19.69 
      16.16 14.96 13.61 12.09 10.55 
      18.75 17.78 16.77 15.63 14.41 
      19.88 19.00 18.13 17.14 16.04 
      21.22 20.46 19.73 18.92 17.97 
      22.06 21.39 20.74 20.04 19.22 
      15.77 14.63 13.39 12.03 10.46 
      18.14 17.20 16.28 15.33 14.19 
      19.14 18.26 17.47 16.66 15.69 
      20.30 19.46 18.82 18.19 17.39 
      21.02 20.18 19.62 19.11 18.46 
      15.29 14.16 12.95 11.61 10.16 
      17.57 16.65 15.68 14.72 13.75 
      18.53 17.69 16.76 15.92 15.13 
      19.64 18.90 17.98 17.27 16.64 
      20.33 19.66 18.73 18.06 17.56 
      14.89 13.63 12.40 11.09  9.63 
      17.51 16.36 15.32 14.32 13.25 
      18.62 17.47 16.49 15.56 14.61 
      19.93 18.78 17.84 16.98 16.09 
      20.75 19.60 18.69 17.86 17.01 
      14.25 12.91 11.61 10.25  8.88 
      17.38 16.11 15.00 13.84 12.75 
      18.65 17.38 16.32 15.17 14.20 
      20.12 18.84 17.86 16.65 15.78 
      21.05 19.76 18.85 17.53 16.79 
       8.03  7.37  6.70  6.04  4.75 
      14.65 13.79 12.93 12.07 10.28 
      16.90 16.07 15.24 14.41 12.68 
      18.97 18.20 17.44 16.67 15.06 
      20.01 19.32 18.62 17.93 16.44 
       0.00  0.00  0.00  1.09  1.01 
       0.00  0.00  0.00  5.80  5.21 
       0.00  0.00  0.00  9.25  8.31 
       0.00  0.00  0.00 13.38 12.19 
       0.00  0.00  0.00 15.07 13.86 
      17.83 16.27 14.67 12.99 11.28 
      21.08 19.75 18.41 17.05 15.77 
      22.53 21.30 20.07 18.87 17.76 
      24.27 23.18 22.07 21.07 20.19 
      25.36 24.39 23.36 22.51 21.79 
      17.80 16.43 14.90 13.20 11.46 
      20.75 19.64 18.50 17.19 15.80 
      22.04 21.04 20.05 18.91 17.65 
      23.56 22.70 21.86 20.94 19.85 
      24.50 23.74 23.00 22.21 21.27 
      17.36 16.07 14.67 13.13 11.36 
      20.08 19.01 17.96 16.87 15.56 
      21.23 20.22 19.32 18.40 17.27 
      22.54 21.60 20.87 20.14 19.23 
      23.35 22.41 21.79 21.19 20.44 
      16.83 15.55 14.19 12.67 11.04 
      19.45 18.40 17.30 16.21 15.09 
      20.55 19.59 18.54 17.59 16.66 
      21.81 20.98 19.95 19.13 18.40 
      22.59 21.83 20.79 20.04 19.46 
      16.35 14.94 13.57 12.09 10.44 
      19.36 18.05 16.88 15.75 14.54 
      20.63 19.33 18.22 17.17 16.08 
      22.11 20.82 19.77 18.79 17.79 
      23.04 21.75 20.73 19.80 18.84 
      15.61 14.11 12.66 11.12  9.59 
      19.17 17.75 16.49 15.19 13.97 
      20.62 19.20 17.99 16.71 15.61 
      22.30 20.88 19.77 18.41 17.43 
      23.35 21.92 20.90 19.43 18.59 
       8.57  7.84  7.11  6.39  4.98 
      16.01 15.05 14.09 13.12 11.13 
      18.57 17.64 16.70 15.77 13.85 
      20.99 20.11 19.24 18.36 16.53 
      22.18 21.39 20.60 19.81 18.13 
       0.00  0.00  0.00  1.10  1.02 
       0.00  0.00  0.00  6.15  5.50 
       0.00  0.00  0.00  9.94  8.91 
       0.00  0.00  0.00 14.63 13.30 
       0.00  0.00  0.00 16.57 15.21 
      19.26 17.52 15.76 13.89 12.00 
      22.86 21.38 19.90 18.40 16.95 
      24.46 23.10 21.74 20.40 19.16 
      26.36 25.17 23.95 22.84 21.86 
      27.55 26.49 25.36 24.42 23.62 
      19.23 17.71 16.01 14.11 12.20 
      22.51 21.29 20.01 18.55 17.00 
      23.94 22.84 21.72 20.46 19.06 
      25.60 24.66 23.73 22.71 21.51 
      26.62 25.80 24.98 24.11 23.08 
      18.76 17.33 15.76 14.06 12.10 
      21.79 20.61 19.44 18.21 16.75 
      23.06 21.96 20.95 19.92 18.66 
      24.50 23.48 22.67 21.86 20.84 
      25.38 24.36 23.68 23.03 22.18 
      18.17 16.74 15.23 13.55 11.73 
      21.11 19.94 18.72 17.50 16.25 
      22.33 21.27 20.11 19.05 18.01 
      23.71 22.79 21.67 20.77 19.96 
      24.55 23.73 22.60 21.78 21.13 
      17.61 16.06 14.54 12.90 11.08 
      20.98 19.54 18.26 16.99 15.64 
      22.39 20.97 19.75 18.58 17.37 
      24.02 22.62 21.47 20.39 19.28 
      25.04 23.63 22.52 21.50 20.45 
      16.76 15.12 13.52 11.82 10.14 
      20.76 19.19 17.79 16.36 15.00 
      22.37 20.82 19.48 18.07 16.83 
      24.22 22.67 21.44 19.97 18.88 
      25.36 23.81 22.68 21.10 20.16 
       8.96  8.19  7.41  6.64  5.14 
      17.17 16.11 15.05 13.99 11.79 
      20.05 19.01 17.98 16.94 14.80 
      22.77 21.79 20.82 19.84 17.81 
      24.09 23.22 22.34 21.47 19.59 
       0.00  0.00  0.00  1.11  1.03 
       0.00  0.00  0.00  6.39  5.70 
       0.00  0.00  0.00 10.48  9.35 
       0.00  0.00  0.00 15.69 14.23 
       0.00  0.00  0.00 17.89 16.38
       1.09  1.19  1.19  1.15  1.11 
       1.53  1.64  1.66  1.63  1.61 
       1.76  1.87  1.88  1.86  1.84 
       2.10  2.20  2.15  2.16  2.13 
       2.65  2.59  2.48  2.39  2.34 
       1.19  1.29  1.25  1.22  1.17 
       1.73  1.82  1.80  1.76  1.71 
       2.04  2.10  2.08  2.04  1.98 
       2.55  2.51  2.45  2.41  2.32 
       3.21  3.06  2.86  2.75  2.63 
       1.22  1.31  1.28  1.25  1.19 
       1.91  1.97  1.92  1.88  1.81 
       2.31  2.33  2.26  2.19  2.13 
       2.97  2.87  2.74  2.62  2.54 
       3.79  3.54  3.25  3.08  2.91 
       1.27  1.31  1.28  1.24  1.20 
       2.06  2.07  2.01  1.93  1.87 
       2.56  2.50  2.41  2.30  2.23 
       3.36  3.14  3.01  2.85  2.73 
       4.35  3.98  3.63  3.42  3.23 
       1.33  1.34  1.30  1.25  1.21 
       2.14  2.14  2.07  1.97  1.92 
       2.71  2.65  2.55  2.41  2.33 
       3.68  3.47  3.30  3.09  2.91 
       4.84  4.47  4.10  3.79  3.54 
       1.46  1.44  1.37  1.30  1.24 
       2.27  2.20  2.12  2.00  1.93 
       2.83  2.73  2.62  2.47  2.38 
       3.81  3.65  3.45  3.26  3.11 
       5.09  4.76  4.40  4.09  3.84 
       1.38  1.34  1.31  1.27  1.17 
       2.03  1.97  1.91  1.86  1.72 
       2.47  2.40  2.34  2.27  2.10 
       3.14  3.08  3.02  2.96  2.77 
       4.20  4.10  4.00  3.90  3.57 
       0.00  0.00  0.00  1.18  1.13 
       0.00  0.00  0.00  1.71  1.64 
       0.00  0.00  0.00  2.08  2.00 
       0.00  0.00  0.00  2.71  2.63 
       0.00  0.00  0.00  3.50  3.39 
       1.46  1.57  1.55  1.50  1.44 
       2.01  2.16  2.19  2.19  2.18 
       2.26  2.41  2.45  2.49  2.50 
       2.59  2.72  2.75  2.82  2.85 
       3.11  3.17  3.03  3.08  3.11 
       1.50  1.61  1.57  1.52  1.45 
       2.18  2.30  2.29  2.29  2.22 
       2.51  2.62  2.63  2.63  2.58 
       3.00  3.06  3.10  3.04  3.03 
       3.74  3.52  3.50  3.36  3.33 
       1.46  1.55  1.53  1.48  1.42 
       2.28  2.36  2.34  2.31  2.26 
       2.75  2.79  2.75  2.71  2.66 
       3.47  3.40  3.31  3.24  3.16 
       4.25  4.00  3.83  3.64  3.57 
       1.47  1.52  1.49  1.43  1.39 
       2.35  2.41  2.37  2.30  2.25 
       2.93  2.94  2.87  2.78  2.71 
       3.93  3.76  3.59  3.45  3.32 
       4.94  4.58  4.25  4.03  3.84 
       1.52  1.53  1.48  1.41  1.36 
       2.39  2.39  2.35  2.28  2.21 
       3.06  3.00  2.92  2.84  2.72 
       4.32  4.03  3.82  3.67  3.45 
       5.43  5.03  4.68  4.42  4.16 
       1.68  1.64  1.56  1.47  1.39 
       2.54  2.48  2.40  2.30  2.19 
       3.19  3.10  2.98  2.85  2.73 
       4.41  4.21  3.95  3.77  3.57 
       5.81  5.43  5.05  4.70  4.42 
       1.60  1.56  1.52  1.48  1.37 
       2.30  2.25  2.20  2.14  1.96 
       2.82  2.75  2.68  2.62  2.40 
       3.69  3.60  3.51  3.42  3.23 
       4.98  4.85  4.72  4.58  4.24 
       0.00  0.00  0.00  1.36  1.31 
       0.00  0.00  0.00  2.00  1.90 
       0.00  0.00  0.00  2.42  2.30 
       0.00  0.00  0.00  3.14  2.98 
       0.00  0.00  0.00  4.08  3.91 
       1.78  1.91  1.87  1.79  1.72 
       2.48  2.66  2.74  2.74  2.73 
       2.73  2.93  3.06  3.11  3.17 
       2.96  3.22  3.35  3.46  3.62 
       3.21  3.43  3.52  3.64  3.82 
       1.78  1.88  1.84  1.76  1.68 
       2.58  2.73  2.79  2.76  2.73 
       2.91  3.08  3.17  3.19  3.20 
       3.31  3.49  3.58  3.71  3.71 
       3.81  3.85  3.84  3.99  3.97 
       1.66  1.76  1.74  1.69  1.60 
       2.61  2.74  2.74  2.76  2.68 
       3.10  3.21  3.20  3.26  3.19 
       3.79  3.81  3.80  3.84  3.77 
       4.34  4.21  4.20  4.18  4.16 
       1.64  1.68  1.64  1.59  1.54 
       2.59  2.70  2.67  2.64  2.60 
       3.21  3.29  3.24  3.21  3.19 
       4.26  4.15  4.01  3.93  3.97 
       4.94  4.75  4.60  4.45  4.42 
       1.69  1.71  1.63  1.57  1.50 
       2.59  2.65  2.61  2.54  2.50 
       3.25  3.27  3.25  3.17  3.13 
       4.49  4.30  4.24  4.13  4.07 
       5.62  5.33  5.03  4.91  4.69 
       1.83  1.79  1.70  1.60  1.54 
       2.70  2.67  2.60  2.48  2.43 
       3.38  3.32  3.22  3.12  3.04 
       4.70  4.46  4.33  4.23  4.05 
       5.97  5.65  5.33  5.16  4.95 
       1.78  1.73  1.68  1.64  1.53 
       2.47  2.42  2.38  2.33  2.20 
       2.98  2.93  2.88  2.83  2.68 
       3.96  3.89  3.82  3.75  3.52 
       5.44  5.29  5.14  4.98  4.70 
       0.00  0.00  0.00  1.48  1.44 
       0.00  0.00  0.00  2.16  2.10 
       0.00  0.00  0.00  2.62  2.54 
       0.00  0.00  0.00  3.39  3.28 
       0.00  0.00  0.00  4.43  4.38 
       2.05  2.18  2.12  2.03  1.93 
       2.91  3.12  3.20  3.21  3.19 
       3.15  3.42  3.58  3.66  3.72 
       3.25  3.70  3.87  4.04  4.22 
       3.31  3.71  3.92  4.20  4.44 
       1.98  2.09  2.03  1.95  1.86 
       2.90  3.08  3.19  3.19  3.13 
       3.24  3.45  3.64  3.72  3.69 
       3.53  3.85  4.03  4.25  4.32 
       3.85  4.05  4.25  4.38  4.60 
       1.82  1.92  1.90  1.84  1.75 
       2.80  3.03  3.05  3.08  3.02 
       3.29  3.54  3.58  3.67  3.63 
       3.98  4.11  4.20  4.31  4.29 
       4.37  4.34  4.48  4.55  4.67 
       1.77  1.78  1.76  1.70  1.66 
       2.73  2.88  2.86  2.88  2.86 
       3.35  3.53  3.48  3.52  3.52 
       4.42  4.41  4.36  4.30  4.40 
       4.91  4.85  4.82  4.75  4.79 
       1.82  1.83  1.74  1.68  1.60 
       2.70  2.79  2.76  2.70  2.71 
       3.34  3.43  3.44  3.38  3.41 
       4.57  4.47  4.50  4.46  4.44 
       5.59  5.35  5.17  5.15  5.01 
       1.94  1.91  1.81  1.71  1.64 
       2.82  2.81  2.73  2.61  2.57 
       3.48  3.45  3.36  3.27  3.20 
       4.75  4.56  4.51  4.44  4.27 
       5.91  5.70  5.47  5.36  5.19 
       1.88  1.84  1.80  1.75  1.64 
       2.61  2.57  2.53  2.49  2.36 
